idStudent,nameStudent
idStudent 2412,Student 2412
idStudent 2413,Student 2413
idStudent 2414,Student 2414
idStudent 2415,Student 2415
idStudent 2416,Student 2416
idStudent 2417,Student 2417
idStudent 2418,Student 2418
idStudent 2419,Student 2419
idStudent 2420,Student 2420
idStudent 2421,Student 2421
idStudent 2422,Student 2422
idStudent 2423,Student 2423
idStudent 2424,Student 2424
idStudent 2425,Student 2425
idStudent 2426,Student 2426
idStudent 2427,Student 2427
idStudent 2428,Student 2428
idStudent 2429,Student 2429
idStudent 2430,Student 2430
idStudent 2431,Student 2431
idStudent 2432,Student 2432
idStudent 2433,Student 2433
idStudent 2434,Student 2434
idStudent 2435,Student 2435
idStudent 2436,Student 2436
idStudent 2437,Student 2437
idStudent 2438,Student 2438
idStudent 2439,Student 2439
idStudent 2440,Student 2440
idStudent 2441,Student 2441
idStudent 2442,Student 2442
idStudent 2443,Student 2443
idStudent 2444,Student 2444
idStudent 2445,Student 2445
idStudent 2446,Student 2446
idStudent 2447,Student 2447
idStudent 2448,Student 2448
idStudent 2449,Student 2449
idStudent 2450,Student 2450
idStudent 2451,Student 2451
idStudent 2452,Student 2452
idStudent 2453,Student 2453
idStudent 2454,Student 2454
idStudent 2455,Student 2455
idStudent 2456,Student 2456
idStudent 2457,Student 2457
idStudent 2458,Student 2458
idStudent 2459,Student 2459
idStudent 2460,Student 2460
idStudent 2461,Student 2461
idStudent 2462,Student 2462
idStudent 2463,Student 2463
idStudent 2464,Student 2464
idStudent 2465,Student 2465
idStudent 2466,Student 2466
idStudent 2467,Student 2467
idStudent 2468,Student 2468
idStudent 2469,Student 2469
idStudent 2470,Student 2470
idStudent 2471,Student 2471
idStudent 2472,Student 2472
idStudent 2473,Student 2473
idStudent 2474,Student 2474
idStudent 2475,Student 2475
idStudent 2476,Student 2476
idStudent 2477,Student 2477
idStudent 2478,Student 2478
idStudent 2479,Student 2479
idStudent 2480,Student 2480
idStudent 2481,Student 2481
idStudent 2482,Student 2482
idStudent 2483,Student 2483
idStudent 2484,Student 2484
idStudent 2485,Student 2485
idStudent 2486,Student 2486
idStudent 2487,Student 2487
idStudent 2488,Student 2488
idStudent 2489,Student 2489
idStudent 2490,Student 2490
idStudent 2491,Student 2491
idStudent 2492,Student 2492
idStudent 2493,Student 2493
idStudent 2494,Student 2494
idStudent 2495,Student 2495
idStudent 2496,Student 2496
idStudent 2497,Student 2497
idStudent 2498,Student 2498
idStudent 2499,Student 2499
idStudent 2500,Student 2500
idStudent 2501,Student 2501
idStudent 2502,Student 2502
idStudent 2503,Student 2503
idStudent 2504,Student 2504
idStudent 2505,Student 2505
idStudent 2506,Student 2506
idStudent 2507,Student 2507
idStudent 2508,Student 2508
idStudent 2509,Student 2509
idStudent 2510,Student 2510
idStudent 2511,Student 2511
idStudent 2512,Student 2512
idStudent 2513,Student 2513
idStudent 2514,Student 2514
idStudent 2515,Student 2515
idStudent 2516,Student 2516
idStudent 2517,Student 2517
idStudent 2518,Student 2518
idStudent 2519,Student 2519
idStudent 2520,Student 2520
idStudent 2521,Student 2521
idStudent 2522,Student 2522
idStudent 2523,Student 2523
idStudent 2524,Student 2524
idStudent 2525,Student 2525
idStudent 2526,Student 2526
idStudent 2527,Student 2527
idStudent 2528,Student 2528
idStudent 2529,Student 2529
idStudent 2530,Student 2530
idStudent 2531,Student 2531
idStudent 2532,Student 2532
idStudent 2533,Student 2533
idStudent 2534,Student 2534
idStudent 2535,Student 2535
idStudent 2536,Student 2536
idStudent 2537,Student 2537
idStudent 2538,Student 2538
idStudent 2539,Student 2539
idStudent 2540,Student 2540
idStudent 2541,Student 2541
idStudent 2542,Student 2542
idStudent 2543,Student 2543
idStudent 2544,Student 2544
idStudent 2545,Student 2545
idStudent 2546,Student 2546
idStudent 2547,Student 2547
idStudent 2548,Student 2548
idStudent 2549,Student 2549
idStudent 2550,Student 2550
idStudent 2551,Student 2551
idStudent 2552,Student 2552
idStudent 2553,Student 2553
idStudent 2554,Student 2554
idStudent 2555,Student 2555
idStudent 2556,Student 2556
idStudent 2557,Student 2557
idStudent 2558,Student 2558
idStudent 2559,Student 2559
idStudent 2560,Student 2560
idStudent 2561,Student 2561
idStudent 2562,Student 2562
idStudent 2563,Student 2563
idStudent 2564,Student 2564
idStudent 2565,Student 2565
idStudent 2566,Student 2566
idStudent 2567,Student 2567
idStudent 2568,Student 2568
idStudent 2569,Student 2569
idStudent 2570,Student 2570
idStudent 2571,Student 2571
idStudent 2572,Student 2572
idStudent 2573,Student 2573
idStudent 2574,Student 2574
idStudent 2575,Student 2575
idStudent 2576,Student 2576
idStudent 2577,Student 2577
idStudent 2578,Student 2578
idStudent 2579,Student 2579
idStudent 2580,Student 2580
idStudent 2581,Student 2581
idStudent 2582,Student 2582
idStudent 2583,Student 2583
idStudent 2584,Student 2584
idStudent 2585,Student 2585
idStudent 2586,Student 2586
idStudent 2587,Student 2587
idStudent 2588,Student 2588
idStudent 2589,Student 2589
idStudent 2590,Student 2590
idStudent 2591,Student 2591
idStudent 2592,Student 2592
idStudent 2593,Student 2593
idStudent 2594,Student 2594
idStudent 2595,Student 2595
idStudent 2596,Student 2596
idStudent 2597,Student 2597
idStudent 2598,Student 2598
idStudent 2599,Student 2599
idStudent 2600,Student 2600
idStudent 2601,Student 2601
idStudent 2602,Student 2602
idStudent 2603,Student 2603
idStudent 2604,Student 2604
idStudent 2605,Student 2605
idStudent 2606,Student 2606
idStudent 2607,Student 2607
idStudent 2608,Student 2608
idStudent 2609,Student 2609
idStudent 2610,Student 2610
idStudent 2611,Student 2611
idStudent 2612,Student 2612
idStudent 2613,Student 2613
idStudent 2614,Student 2614
idStudent 2615,Student 2615
idStudent 2616,Student 2616
idStudent 2617,Student 2617
idStudent 2618,Student 2618
idStudent 2619,Student 2619
idStudent 2620,Student 2620
idStudent 2621,Student 2621
idStudent 2622,Student 2622
idStudent 2623,Student 2623
idStudent 2624,Student 2624
idStudent 2625,Student 2625
idStudent 2626,Student 2626
idStudent 2627,Student 2627
idStudent 2628,Student 2628
idStudent 2629,Student 2629
idStudent 2630,Student 2630
idStudent 2631,Student 2631
idStudent 2632,Student 2632
idStudent 2633,Student 2633
idStudent 2634,Student 2634
idStudent 2635,Student 2635
idStudent 2636,Student 2636
idStudent 2637,Student 2637
idStudent 2638,Student 2638
idStudent 2639,Student 2639
idStudent 2640,Student 2640
idStudent 2641,Student 2641
idStudent 2642,Student 2642
idStudent 2643,Student 2643
idStudent 2644,Student 2644
idStudent 2645,Student 2645
idStudent 2646,Student 2646
idStudent 2647,Student 2647
idStudent 2648,Student 2648
idStudent 2649,Student 2649
idStudent 2650,Student 2650
idStudent 2651,Student 2651
idStudent 2652,Student 2652
idStudent 2653,Student 2653
idStudent 2654,Student 2654
idStudent 2655,Student 2655
idStudent 2656,Student 2656
idStudent 2657,Student 2657
idStudent 2658,Student 2658
idStudent 2659,Student 2659
idStudent 2660,Student 2660
idStudent 2661,Student 2661
idStudent 2662,Student 2662
idStudent 2663,Student 2663
idStudent 2664,Student 2664
idStudent 2665,Student 2665
idStudent 2666,Student 2666
idStudent 2667,Student 2667
idStudent 2668,Student 2668
idStudent 2669,Student 2669
idStudent 2670,Student 2670
idStudent 2671,Student 2671
idStudent 2672,Student 2672
idStudent 2673,Student 2673
idStudent 2674,Student 2674
idStudent 2675,Student 2675
idStudent 2676,Student 2676
idStudent 2677,Student 2677
idStudent 2678,Student 2678
idStudent 2679,Student 2679
idStudent 2680,Student 2680
idStudent 2681,Student 2681
idStudent 2682,Student 2682
idStudent 2683,Student 2683
idStudent 2684,Student 2684
idStudent 2685,Student 2685
idStudent 2686,Student 2686
idStudent 2687,Student 2687
idStudent 2688,Student 2688
idStudent 2689,Student 2689
idStudent 2690,Student 2690
idStudent 2691,Student 2691
idStudent 2692,Student 2692
idStudent 2693,Student 2693
idStudent 2694,Student 2694
idStudent 2695,Student 2695
idStudent 2696,Student 2696
idStudent 2697,Student 2697
idStudent 2698,Student 2698
idStudent 2699,Student 2699
idStudent 2700,Student 2700
idStudent 2701,Student 2701
idStudent 2702,Student 2702
idStudent 2703,Student 2703
idStudent 2704,Student 2704
idStudent 2705,Student 2705
idStudent 2706,Student 2706
idStudent 2707,Student 2707
idStudent 2708,Student 2708
idStudent 2709,Student 2709
idStudent 2710,Student 2710
idStudent 2711,Student 2711
idStudent 2712,Student 2712
idStudent 2713,Student 2713
idStudent 2714,Student 2714
idStudent 2715,Student 2715
idStudent 2716,Student 2716
idStudent 2717,Student 2717
idStudent 2718,Student 2718
idStudent 2719,Student 2719
idStudent 2720,Student 2720
idStudent 2721,Student 2721
idStudent 2722,Student 2722
idStudent 2723,Student 2723
idStudent 2724,Student 2724
idStudent 2725,Student 2725
idStudent 2726,Student 2726
idStudent 2727,Student 2727
idStudent 2728,Student 2728
idStudent 2729,Student 2729
idStudent 2730,Student 2730
idStudent 2731,Student 2731
idStudent 2732,Student 2732
idStudent 2733,Student 2733
idStudent 2734,Student 2734
idStudent 2735,Student 2735
idStudent 2736,Student 2736
idStudent 2737,Student 2737
idStudent 2738,Student 2738
idStudent 2739,Student 2739
idStudent 2740,Student 2740
idStudent 2741,Student 2741
idStudent 2742,Student 2742
idStudent 2743,Student 2743
idStudent 2744,Student 2744
idStudent 2745,Student 2745
idStudent 2746,Student 2746
idStudent 2747,Student 2747
idStudent 2748,Student 2748
idStudent 2749,Student 2749
idStudent 2750,Student 2750
idStudent 2751,Student 2751
idStudent 2752,Student 2752
idStudent 2753,Student 2753
idStudent 2754,Student 2754
idStudent 2755,Student 2755
idStudent 2756,Student 2756
idStudent 2757,Student 2757
idStudent 2758,Student 2758
idStudent 2759,Student 2759
idStudent 2760,Student 2760
idStudent 2761,Student 2761
idStudent 2762,Student 2762
idStudent 2763,Student 2763
idStudent 2764,Student 2764
idStudent 2765,Student 2765
idStudent 2766,Student 2766
idStudent 2767,Student 2767
idStudent 2768,Student 2768
idStudent 2769,Student 2769
idStudent 2770,Student 2770
idStudent 2771,Student 2771
idStudent 2772,Student 2772
idStudent 2773,Student 2773
idStudent 2774,Student 2774
idStudent 2775,Student 2775
idStudent 2776,Student 2776
idStudent 2777,Student 2777
idStudent 2778,Student 2778
idStudent 2779,Student 2779
idStudent 2780,Student 2780
idStudent 2781,Student 2781
idStudent 2782,Student 2782
idStudent 2783,Student 2783
idStudent 2784,Student 2784
idStudent 2785,Student 2785
idStudent 2786,Student 2786
idStudent 2787,Student 2787
idStudent 2788,Student 2788
idStudent 2789,Student 2789
idStudent 2790,Student 2790
idStudent 2791,Student 2791
idStudent 2792,Student 2792
idStudent 2793,Student 2793
idStudent 2794,Student 2794
idStudent 2795,Student 2795
idStudent 2796,Student 2796
idStudent 2797,Student 2797
idStudent 2798,Student 2798
idStudent 2799,Student 2799
idStudent 2800,Student 2800
idStudent 2801,Student 2801
idStudent 2802,Student 2802
idStudent 2803,Student 2803
idStudent 2804,Student 2804
idStudent 2805,Student 2805
idStudent 2806,Student 2806
idStudent 2807,Student 2807
idStudent 2808,Student 2808
idStudent 2809,Student 2809
idStudent 2810,Student 2810
idStudent 2811,Student 2811
idStudent 2812,Student 2812
idStudent 2813,Student 2813
idStudent 2814,Student 2814
idStudent 2815,Student 2815
idStudent 2816,Student 2816
idStudent 2817,Student 2817
idStudent 2818,Student 2818
idStudent 2819,Student 2819
idStudent 2820,Student 2820
idStudent 2821,Student 2821
idStudent 2822,Student 2822
idStudent 2823,Student 2823
idStudent 2824,Student 2824
idStudent 2825,Student 2825
idStudent 2826,Student 2826
idStudent 2827,Student 2827
idStudent 2828,Student 2828
idStudent 2829,Student 2829
idStudent 2830,Student 2830
idStudent 2831,Student 2831
idStudent 2832,Student 2832
idStudent 2833,Student 2833
idStudent 2834,Student 2834
idStudent 2835,Student 2835
idStudent 2836,Student 2836
idStudent 2837,Student 2837
idStudent 2838,Student 2838
idStudent 2839,Student 2839
idStudent 2840,Student 2840
idStudent 2841,Student 2841
idStudent 2842,Student 2842
idStudent 2843,Student 2843
idStudent 2844,Student 2844
idStudent 2845,Student 2845
idStudent 2846,Student 2846
idStudent 2847,Student 2847
idStudent 2848,Student 2848
idStudent 2849,Student 2849
idStudent 2850,Student 2850
idStudent 2851,Student 2851
idStudent 2852,Student 2852
idStudent 2853,Student 2853
idStudent 2854,Student 2854
idStudent 2855,Student 2855
idStudent 2856,Student 2856
idStudent 2857,Student 2857
idStudent 2858,Student 2858
idStudent 2859,Student 2859
idStudent 2860,Student 2860
idStudent 2861,Student 2861
idStudent 2862,Student 2862
idStudent 2863,Student 2863
idStudent 2864,Student 2864
idStudent 2865,Student 2865
idStudent 2866,Student 2866
idStudent 2867,Student 2867
idStudent 2868,Student 2868
idStudent 2869,Student 2869
idStudent 2870,Student 2870
idStudent 2871,Student 2871
idStudent 2872,Student 2872
idStudent 2873,Student 2873
idStudent 2874,Student 2874
idStudent 2875,Student 2875
idStudent 2876,Student 2876
idStudent 2877,Student 2877
idStudent 2878,Student 2878
idStudent 2879,Student 2879
idStudent 2880,Student 2880
idStudent 2881,Student 2881
idStudent 2882,Student 2882
idStudent 2883,Student 2883
idStudent 2884,Student 2884
idStudent 2885,Student 2885
idStudent 2886,Student 2886
idStudent 2887,Student 2887
idStudent 2888,Student 2888
idStudent 2889,Student 2889
idStudent 2890,Student 2890
idStudent 2891,Student 2891
idStudent 2892,Student 2892
idStudent 2893,Student 2893
idStudent 2894,Student 2894
idStudent 2895,Student 2895
idStudent 2896,Student 2896
idStudent 2897,Student 2897
idStudent 2898,Student 2898
idStudent 2899,Student 2899
idStudent 2900,Student 2900
idStudent 2901,Student 2901
idStudent 2902,Student 2902
idStudent 2903,Student 2903
idStudent 2904,Student 2904
idStudent 2905,Student 2905
idStudent 2906,Student 2906
idStudent 2907,Student 2907
idStudent 2908,Student 2908
idStudent 2909,Student 2909
idStudent 2910,Student 2910
idStudent 2911,Student 2911
idStudent 2912,Student 2912
idStudent 2913,Student 2913
idStudent 2914,Student 2914
idStudent 2915,Student 2915
idStudent 2916,Student 2916
idStudent 2917,Student 2917
idStudent 2918,Student 2918
idStudent 2919,Student 2919
idStudent 2920,Student 2920
idStudent 2921,Student 2921
idStudent 2922,Student 2922
idStudent 2923,Student 2923
idStudent 2924,Student 2924
idStudent 2925,Student 2925
idStudent 2926,Student 2926
idStudent 2927,Student 2927
idStudent 2928,Student 2928
idStudent 2929,Student 2929
idStudent 2930,Student 2930
idStudent 2931,Student 2931
idStudent 2932,Student 2932
idStudent 2933,Student 2933
idStudent 2934,Student 2934
idStudent 2935,Student 2935
idStudent 2936,Student 2936
idStudent 2937,Student 2937
idStudent 2938,Student 2938
idStudent 2939,Student 2939
idStudent 2940,Student 2940
idStudent 2941,Student 2941
idStudent 2942,Student 2942
idStudent 2943,Student 2943
idStudent 2944,Student 2944
idStudent 2945,Student 2945
idStudent 2946,Student 2946
idStudent 2947,Student 2947
idStudent 2948,Student 2948
idStudent 2949,Student 2949
idStudent 2950,Student 2950
idStudent 2951,Student 2951
idStudent 2952,Student 2952
idStudent 2953,Student 2953
idStudent 2954,Student 2954
idStudent 2955,Student 2955
idStudent 2956,Student 2956
idStudent 2957,Student 2957
idStudent 2958,Student 2958
idStudent 2959,Student 2959
idStudent 2960,Student 2960
idStudent 2961,Student 2961
idStudent 2962,Student 2962
idStudent 2963,Student 2963
idStudent 2964,Student 2964
idStudent 2965,Student 2965
idStudent 2966,Student 2966
idStudent 2967,Student 2967
idStudent 2968,Student 2968
idStudent 2969,Student 2969
idStudent 2970,Student 2970
idStudent 2971,Student 2971
idStudent 2972,Student 2972
idStudent 2973,Student 2973
idStudent 2974,Student 2974
idStudent 2975,Student 2975
idStudent 2976,Student 2976
idStudent 2977,Student 2977
idStudent 2978,Student 2978
idStudent 2979,Student 2979
idStudent 2980,Student 2980
idStudent 2981,Student 2981
idStudent 2982,Student 2982
idStudent 2983,Student 2983
idStudent 2984,Student 2984
idStudent 2985,Student 2985
idStudent 2986,Student 2986
idStudent 2987,Student 2987
idStudent 2988,Student 2988
idStudent 2989,Student 2989
idStudent 2990,Student 2990
idStudent 2991,Student 2991
idStudent 2992,Student 2992
idStudent 2993,Student 2993
idStudent 2994,Student 2994
idStudent 2995,Student 2995
idStudent 2996,Student 2996
idStudent 2997,Student 2997
idStudent 2998,Student 2998
idStudent 2999,Student 2999
idStudent 3000,Student 3000
idStudent 3001,Student 3001
idStudent 3002,Student 3002
idStudent 3003,Student 3003
idStudent 3004,Student 3004
idStudent 3005,Student 3005
idStudent 3006,Student 3006
idStudent 3007,Student 3007
idStudent 3008,Student 3008
idStudent 3009,Student 3009
idStudent 3010,Student 3010
idStudent 3011,Student 3011
idStudent 3012,Student 3012
idStudent 3013,Student 3013
idStudent 3014,Student 3014
idStudent 3015,Student 3015
idStudent 3016,Student 3016
idStudent 3017,Student 3017
idStudent 3018,Student 3018
idStudent 3019,Student 3019
idStudent 3020,Student 3020
idStudent 3021,Student 3021
idStudent 3022,Student 3022
idStudent 3023,Student 3023
idStudent 3024,Student 3024
idStudent 3025,Student 3025
idStudent 3026,Student 3026
idStudent 3027,Student 3027
idStudent 3028,Student 3028
idStudent 3029,Student 3029
idStudent 3030,Student 3030
idStudent 3031,Student 3031
idStudent 3032,Student 3032
idStudent 3033,Student 3033
idStudent 3034,Student 3034
idStudent 3035,Student 3035
idStudent 3036,Student 3036
idStudent 3037,Student 3037
idStudent 3038,Student 3038
idStudent 3039,Student 3039
idStudent 3040,Student 3040
idStudent 3041,Student 3041
idStudent 3042,Student 3042
idStudent 3043,Student 3043
idStudent 3044,Student 3044
idStudent 3045,Student 3045
idStudent 3046,Student 3046
idStudent 3047,Student 3047
idStudent 3048,Student 3048
idStudent 3049,Student 3049
idStudent 3050,Student 3050
idStudent 3051,Student 3051
idStudent 3052,Student 3052
idStudent 3053,Student 3053
idStudent 3054,Student 3054
idStudent 3055,Student 3055
idStudent 3056,Student 3056
idStudent 3057,Student 3057
idStudent 3058,Student 3058
idStudent 3059,Student 3059
idStudent 3060,Student 3060
idStudent 3061,Student 3061
idStudent 3062,Student 3062
idStudent 3063,Student 3063
idStudent 3064,Student 3064
idStudent 3065,Student 3065
idStudent 3066,Student 3066
idStudent 3067,Student 3067
idStudent 3068,Student 3068
idStudent 3069,Student 3069
idStudent 3070,Student 3070
idStudent 3071,Student 3071
idStudent 3072,Student 3072
idStudent 3073,Student 3073
idStudent 3074,Student 3074
idStudent 3075,Student 3075
idStudent 3076,Student 3076
idStudent 3077,Student 3077
idStudent 3078,Student 3078
idStudent 3079,Student 3079
idStudent 3080,Student 3080
idStudent 3081,Student 3081
idStudent 3082,Student 3082
idStudent 3083,Student 3083
idStudent 3084,Student 3084
idStudent 3085,Student 3085
idStudent 3086,Student 3086
idStudent 3087,Student 3087
idStudent 3088,Student 3088
idStudent 3089,Student 3089
idStudent 3090,Student 3090
idStudent 3091,Student 3091
idStudent 3092,Student 3092
idStudent 3093,Student 3093
idStudent 3094,Student 3094
idStudent 3095,Student 3095
idStudent 3096,Student 3096
idStudent 3097,Student 3097
idStudent 3098,Student 3098
idStudent 3099,Student 3099
idStudent 3100,Student 3100
idStudent 3101,Student 3101
idStudent 3102,Student 3102
idStudent 3103,Student 3103
idStudent 3104,Student 3104
idStudent 3105,Student 3105
idStudent 3106,Student 3106
idStudent 3107,Student 3107
idStudent 3108,Student 3108
idStudent 3109,Student 3109
idStudent 3110,Student 3110
idStudent 3111,Student 3111
idStudent 3112,Student 3112
idStudent 3113,Student 3113
idStudent 3114,Student 3114
idStudent 3115,Student 3115
idStudent 3116,Student 3116
idStudent 3117,Student 3117
idStudent 3118,Student 3118
idStudent 3119,Student 3119
idStudent 3120,Student 3120
idStudent 3121,Student 3121
idStudent 3122,Student 3122
idStudent 3123,Student 3123
idStudent 3124,Student 3124
idStudent 3125,Student 3125
idStudent 3126,Student 3126
idStudent 3127,Student 3127
idStudent 3128,Student 3128
idStudent 3129,Student 3129
idStudent 3130,Student 3130
idStudent 3131,Student 3131
idStudent 3132,Student 3132
idStudent 3133,Student 3133
idStudent 3134,Student 3134
idStudent 3135,Student 3135
idStudent 3136,Student 3136
idStudent 3137,Student 3137
idStudent 3138,Student 3138
idStudent 3139,Student 3139
idStudent 3140,Student 3140
idStudent 3141,Student 3141
idStudent 3142,Student 3142
idStudent 3143,Student 3143
idStudent 3144,Student 3144
idStudent 3145,Student 3145
idStudent 3146,Student 3146
idStudent 3147,Student 3147
idStudent 3148,Student 3148
idStudent 3149,Student 3149
idStudent 3150,Student 3150
idStudent 3151,Student 3151
idStudent 3152,Student 3152
idStudent 3153,Student 3153
idStudent 3154,Student 3154
idStudent 3155,Student 3155
idStudent 3156,Student 3156
idStudent 3157,Student 3157
idStudent 3158,Student 3158
idStudent 3159,Student 3159
idStudent 3160,Student 3160
idStudent 3161,Student 3161
idStudent 3162,Student 3162
idStudent 3163,Student 3163
idStudent 3164,Student 3164
idStudent 3165,Student 3165
idStudent 3166,Student 3166
idStudent 3167,Student 3167
idStudent 3168,Student 3168
idStudent 3169,Student 3169
idStudent 3170,Student 3170
idStudent 3171,Student 3171
idStudent 3172,Student 3172
idStudent 3173,Student 3173
idStudent 3174,Student 3174
idStudent 3175,Student 3175
idStudent 3176,Student 3176
idStudent 3177,Student 3177
idStudent 3178,Student 3178
idStudent 3179,Student 3179
idStudent 3180,Student 3180
idStudent 3181,Student 3181
idStudent 3182,Student 3182
idStudent 3183,Student 3183
idStudent 3184,Student 3184
idStudent 3185,Student 3185
idStudent 3186,Student 3186
idStudent 3187,Student 3187
idStudent 3188,Student 3188
idStudent 3189,Student 3189
idStudent 3190,Student 3190
idStudent 3191,Student 3191
idStudent 3192,Student 3192
idStudent 3193,Student 3193
idStudent 3194,Student 3194
idStudent 3195,Student 3195
idStudent 3196,Student 3196
idStudent 3197,Student 3197
idStudent 3198,Student 3198
idStudent 3199,Student 3199
idStudent 3200,Student 3200
idStudent 3201,Student 3201
idStudent 3202,Student 3202
idStudent 3203,Student 3203
idStudent 3204,Student 3204
idStudent 3205,Student 3205
idStudent 3206,Student 3206
idStudent 3207,Student 3207
idStudent 3208,Student 3208
idStudent 3209,Student 3209
idStudent 3210,Student 3210
idStudent 3211,Student 3211
idStudent 3212,Student 3212
idStudent 3213,Student 3213
idStudent 3214,Student 3214
idStudent 3215,Student 3215
idStudent 3216,Student 3216
idStudent 3217,Student 3217
idStudent 3218,Student 3218
idStudent 3219,Student 3219
idStudent 3220,Student 3220
idStudent 3221,Student 3221
idStudent 3222,Student 3222
idStudent 3223,Student 3223
idStudent 3224,Student 3224
idStudent 3225,Student 3225
idStudent 3226,Student 3226
idStudent 3227,Student 3227
idStudent 3228,Student 3228
idStudent 3229,Student 3229
idStudent 3230,Student 3230
idStudent 3231,Student 3231
idStudent 3232,Student 3232
idStudent 3233,Student 3233
idStudent 3234,Student 3234
idStudent 3235,Student 3235
idStudent 3236,Student 3236
idStudent 3237,Student 3237
idStudent 3238,Student 3238
idStudent 3239,Student 3239
idStudent 3240,Student 3240
idStudent 3241,Student 3241
idStudent 3242,Student 3242
idStudent 3243,Student 3243
idStudent 3244,Student 3244
idStudent 3245,Student 3245
idStudent 3246,Student 3246
idStudent 3247,Student 3247
idStudent 3248,Student 3248
idStudent 3249,Student 3249
idStudent 3250,Student 3250
idStudent 3251,Student 3251
idStudent 3252,Student 3252
idStudent 3253,Student 3253
idStudent 3254,Student 3254
idStudent 3255,Student 3255
idStudent 3256,Student 3256
idStudent 3257,Student 3257
idStudent 3258,Student 3258
idStudent 3259,Student 3259
idStudent 3260,Student 3260
idStudent 3261,Student 3261
idStudent 3262,Student 3262
idStudent 3263,Student 3263
idStudent 3264,Student 3264
idStudent 3265,Student 3265
idStudent 3266,Student 3266
idStudent 3267,Student 3267
idStudent 3268,Student 3268
idStudent 3269,Student 3269
idStudent 3270,Student 3270
idStudent 3271,Student 3271
idStudent 3272,Student 3272
idStudent 3273,Student 3273
idStudent 3274,Student 3274
idStudent 3275,Student 3275
idStudent 3276,Student 3276
idStudent 3277,Student 3277
idStudent 3278,Student 3278
idStudent 3279,Student 3279
idStudent 3280,Student 3280
idStudent 3281,Student 3281
idStudent 3282,Student 3282
idStudent 3283,Student 3283
idStudent 3284,Student 3284
idStudent 3285,Student 3285
idStudent 3286,Student 3286
idStudent 3287,Student 3287
idStudent 3288,Student 3288
idStudent 3289,Student 3289
idStudent 3290,Student 3290
idStudent 3291,Student 3291
idStudent 3292,Student 3292
idStudent 3293,Student 3293
idStudent 3294,Student 3294
idStudent 3295,Student 3295
idStudent 3296,Student 3296
idStudent 3297,Student 3297
idStudent 3298,Student 3298
idStudent 3299,Student 3299
idStudent 3300,Student 3300
idStudent 3301,Student 3301
idStudent 3302,Student 3302
idStudent 3303,Student 3303
idStudent 3304,Student 3304
idStudent 3305,Student 3305
idStudent 3306,Student 3306
idStudent 3307,Student 3307
idStudent 3308,Student 3308
idStudent 3309,Student 3309
idStudent 3310,Student 3310
idStudent 3311,Student 3311
idStudent 3312,Student 3312
idStudent 3313,Student 3313
idStudent 3314,Student 3314
idStudent 3315,Student 3315
idStudent 3316,Student 3316
idStudent 3317,Student 3317
idStudent 3318,Student 3318
idStudent 3319,Student 3319
idStudent 3320,Student 3320
idStudent 3321,Student 3321
idStudent 3322,Student 3322
idStudent 3323,Student 3323
idStudent 3324,Student 3324
idStudent 3325,Student 3325
idStudent 3326,Student 3326
idStudent 3327,Student 3327
idStudent 3328,Student 3328
idStudent 3329,Student 3329
idStudent 3330,Student 3330
idStudent 3331,Student 3331
idStudent 3332,Student 3332
idStudent 3333,Student 3333
idStudent 3334,Student 3334
idStudent 3335,Student 3335
idStudent 3336,Student 3336
idStudent 3337,Student 3337
idStudent 3338,Student 3338
idStudent 3339,Student 3339
idStudent 3340,Student 3340
idStudent 3341,Student 3341
idStudent 3342,Student 3342
idStudent 3343,Student 3343
idStudent 3344,Student 3344
idStudent 3345,Student 3345
idStudent 3346,Student 3346
idStudent 3347,Student 3347
idStudent 3348,Student 3348
idStudent 3349,Student 3349
idStudent 3350,Student 3350
idStudent 3351,Student 3351
idStudent 3352,Student 3352
idStudent 3353,Student 3353
idStudent 3354,Student 3354
idStudent 3355,Student 3355
idStudent 3356,Student 3356
idStudent 3357,Student 3357
idStudent 3358,Student 3358
idStudent 3359,Student 3359
idStudent 3360,Student 3360
idStudent 3361,Student 3361
idStudent 3362,Student 3362
idStudent 3363,Student 3363
idStudent 3364,Student 3364
idStudent 3365,Student 3365
idStudent 3366,Student 3366
idStudent 3367,Student 3367
idStudent 3368,Student 3368
idStudent 3369,Student 3369
idStudent 3370,Student 3370
idStudent 3371,Student 3371
idStudent 3372,Student 3372
idStudent 3373,Student 3373
idStudent 3374,Student 3374
idStudent 3375,Student 3375
idStudent 3376,Student 3376
idStudent 3377,Student 3377
idStudent 3378,Student 3378
idStudent 3379,Student 3379
idStudent 3380,Student 3380
idStudent 3381,Student 3381
idStudent 3382,Student 3382
idStudent 3383,Student 3383
idStudent 3384,Student 3384
idStudent 3385,Student 3385
idStudent 3386,Student 3386
idStudent 3387,Student 3387
idStudent 3388,Student 3388
idStudent 3389,Student 3389
idStudent 3390,Student 3390
idStudent 3391,Student 3391
idStudent 3392,Student 3392
idStudent 3393,Student 3393
idStudent 3394,Student 3394
idStudent 3395,Student 3395
idStudent 3396,Student 3396
idStudent 3397,Student 3397
idStudent 3398,Student 3398
idStudent 3399,Student 3399
idStudent 3400,Student 3400
idStudent 3401,Student 3401
idStudent 3402,Student 3402
idStudent 3403,Student 3403
idStudent 3404,Student 3404
idStudent 3405,Student 3405
idStudent 3406,Student 3406
idStudent 3407,Student 3407
idStudent 3408,Student 3408
idStudent 3409,Student 3409
idStudent 3410,Student 3410
